"date","type","bottom","top","lower","upper","median","mean","region"
2020-01-30,"nowcast",1,1,1,1,1,1,"Mato Grosso do Sul"
2020-01-31,"nowcast",0,1,0,1,0.5,0.5,"Mato Grosso do Sul"
2020-02-01,"nowcast",0,0,0,0,0,0,"Mato Grosso do Sul"
2020-02-02,"nowcast",0,0,0,0,0,0,"Mato Grosso do Sul"
2020-02-03,"nowcast",0,0,0,0,0,0,"Mato Grosso do Sul"
2020-02-04,"nowcast",0,0,0,0,0,0,"Mato Grosso do Sul"
2020-02-05,"nowcast",0,0,0,0,0,0,"Mato Grosso do Sul"
2020-02-06,"nowcast",0,1,1,1,1,0.666666666666667,"Mato Grosso do Sul"
2020-02-07,"nowcast",0,0,0,0,0,0,"Mato Grosso do Sul"
2020-02-08,"nowcast",0,1,0,0,0,0.333333333333333,"Mato Grosso do Sul"
2020-02-09,"nowcast",0,1,0,0,0,0.333333333333333,"Mato Grosso do Sul"
2020-02-10,"nowcast",0,1,0,0,0,0.153846153846154,"Mato Grosso do Sul"
2020-02-11,"nowcast",0,1,0,0,0,0.142857142857143,"Mato Grosso do Sul"
2020-02-12,"nowcast",0,1,0,0,0,0.35,"Mato Grosso do Sul"
2020-02-13,"nowcast",0,1,0,0,0,0.307692307692308,"Mato Grosso do Sul"
2020-02-14,"nowcast",0,1,0,0,0,0.41025641025641,"Mato Grosso do Sul"
2020-02-15,"nowcast",0,1,0,0,0,0.195652173913043,"Mato Grosso do Sul"
2020-02-16,"nowcast",0,1,0,0,0,0.277777777777778,"Mato Grosso do Sul"
2020-02-17,"nowcast",0,1,0,0,0,0.355263157894737,"Mato Grosso do Sul"
2020-02-18,"nowcast",0,1,0,0,0,0.319148936170213,"Mato Grosso do Sul"
2020-02-19,"nowcast",0,1,0,0,0,0.26271186440678,"Mato Grosso do Sul"
2020-02-20,"nowcast",0,1,0,0,0,0.296052631578947,"Mato Grosso do Sul"
2020-02-21,"nowcast",0,1,0,0,0,0.315508021390374,"Mato Grosso do Sul"
2020-02-22,"nowcast",0,1,0,0,0,0.324786324786325,"Mato Grosso do Sul"
2020-02-23,"nowcast",0,1,0,0,0,0.304347826086957,"Mato Grosso do Sul"
2020-02-24,"nowcast",0,1,0,0,0,0.378378378378378,"Mato Grosso do Sul"
2020-02-25,"nowcast",0,1,0,0,0,0.370927318295739,"Mato Grosso do Sul"
2020-02-26,"nowcast",0,1,0,0,0,0.383333333333333,"Mato Grosso do Sul"
2020-02-27,"nowcast",0,1,0,0,0,0.414721723518851,"Mato Grosso do Sul"
2020-02-28,"nowcast",0,1,0,0,0,0.388364779874214,"Mato Grosso do Sul"
2020-02-29,"nowcast",0,1,0,0,0,0.486033519553073,"Mato Grosso do Sul"
2020-03-01,"nowcast",0,1,0,0,0,0.554430379746835,"Mato Grosso do Sul"
2020-03-02,"nowcast",0,2,0,1,1,0.667444574095683,"Mato Grosso do Sul"
2020-03-03,"nowcast",0,2,0,1,1,0.684326710816777,"Mato Grosso do Sul"
2020-03-04,"nowcast",0,2,0,1,1,0.774227902023429,"Mato Grosso do Sul"
2020-03-05,"nowcast",0,2,0,1,1,0.97119341563786,"Mato Grosso do Sul"
2020-03-06,"nowcast",0,2,0,1,1,1.03455284552846,"Mato Grosso do Sul"
2020-03-07,"nowcast",0,3,0,1,1,1.313824419778,"Mato Grosso do Sul"
2020-03-08,"nowcast",0,3,0,1,1,1.46331658291457,"Mato Grosso do Sul"
2020-03-09,"nowcast",0,3,0,1,1,1.6122244488978,"Mato Grosso do Sul"
2020-03-10,"nowcast",0,4,1,2,2,1.884,"Mato Grosso do Sul"
2020-03-11,"nowcast",0,4,1,2,2,2.14,"Mato Grosso do Sul"
2020-03-12,"nowcast",0,4,1,2,2,2.265,"Mato Grosso do Sul"
2020-03-13,"nowcast",0,4,0,2,2,2.417,"Mato Grosso do Sul"
2020-03-14,"nowcast",0,5,0,2,2,2.577,"Mato Grosso do Sul"
2020-03-15,"nowcast",0,5,0,2,2,2.673,"Mato Grosso do Sul"
2020-03-16,"nowcast",0,5,1,3,3,2.8,"Mato Grosso do Sul"
2020-03-17,"nowcast",0,5,1,3,3,2.897,"Mato Grosso do Sul"
2020-03-18,"nowcast",0,5,1,3,3,3.015,"Mato Grosso do Sul"
2020-03-19,"nowcast",0,5,1,3,3,3.138,"Mato Grosso do Sul"
2020-03-20,"nowcast",1,6,1,3,3,3.262,"Mato Grosso do Sul"
2020-03-21,"nowcast",0,6,1,3,3,3.591,"Mato Grosso do Sul"
2020-03-22,"nowcast",0,6,2,4,4,3.769,"Mato Grosso do Sul"
2020-03-23,"nowcast",1,7,2,4,4,4.002,"Mato Grosso do Sul"
2020-03-24,"nowcast",1,7,3,5,4,4.282,"Mato Grosso do Sul"
2020-03-25,"nowcast",1,8,3,5,4,4.503,"Mato Grosso do Sul"
2020-03-26,"nowcast",1,8,3,5,5,4.753,"Mato Grosso do Sul"
2020-03-27,"nowcast",2,8,3,5,5,4.679,"Mato Grosso do Sul"
2020-03-28,"nowcast",1,8,4,6,5,4.793,"Mato Grosso do Sul"
2020-03-29,"nowcast",1,8,3,5,5,4.982,"Mato Grosso do Sul"
2020-03-30,"nowcast",1,8,3,5,5,5.296,"Mato Grosso do Sul"
2020-03-31,"nowcast",2,9,2,5,5,5.399,"Mato Grosso do Sul"
2020-04-01,"nowcast",2,9,3,6,5,5.779,"Mato Grosso do Sul"
2020-04-02,"nowcast",1,9,3,6,6,6.072,"Mato Grosso do Sul"
2020-04-03,"nowcast",2,10,4,7,6,6.468,"Mato Grosso do Sul"
2020-04-04,"nowcast",3,10,4,7,6,6.53,"Mato Grosso do Sul"
2020-04-05,"nowcast",3,10,4,7,6.5,6.654,"Mato Grosso do Sul"
2020-04-06,"nowcast",2,10,4,7,7,6.871,"Mato Grosso do Sul"
2020-04-07,"nowcast",3,11,5,8,7,7.23,"Mato Grosso do Sul"
2020-04-08,"nowcast",2,11,5,8,7,7.409,"Mato Grosso do Sul"
2020-04-09,"nowcast",3,12,6,9,8,7.911,"Mato Grosso do Sul"
2020-04-10,"nowcast",4,12,6,9,8,8.091,"Mato Grosso do Sul"
2020-04-11,"nowcast",3,12,6,9,8,8.156,"Mato Grosso do Sul"
2020-04-12,"nowcast",3,13,5,9,8,8.508,"Mato Grosso do Sul"
2020-04-13,"nowcast",4,13,7,10,9,8.654,"Mato Grosso do Sul"
2020-04-14,"nowcast",3,12,6,9,8,8.394,"Mato Grosso do Sul"
2020-04-15,"nowcast",4,13,6,9,8,8.459,"Mato Grosso do Sul"
