"date","type","bottom","top","lower","upper","median","mean","region"
2020-02-07,"nowcast",1,1,1,1,1,1,"Alagoas"
2020-02-08,"nowcast",0,1,0,1,0.5,0.5,"Alagoas"
2020-02-09,"nowcast",0,1,1,1,1,0.75,"Alagoas"
2020-02-10,"nowcast",0,1,0,0,0,0.2,"Alagoas"
2020-02-11,"nowcast",0,1,0,0,0,0.166666666666667,"Alagoas"
2020-02-12,"nowcast",0,1,0,0,0,0.333333333333333,"Alagoas"
2020-02-13,"nowcast",0,1,0,0,0,0.272727272727273,"Alagoas"
2020-02-14,"nowcast",0,1,0,0,0,0.428571428571429,"Alagoas"
2020-02-15,"nowcast",0,1,0,0,0,0.235294117647059,"Alagoas"
2020-02-16,"nowcast",0,1,0,0,0,0.105263157894737,"Alagoas"
2020-02-17,"nowcast",0,1,0,0,0,0.333333333333333,"Alagoas"
2020-02-18,"nowcast",0,1,0,0,0,0.241379310344828,"Alagoas"
2020-02-19,"nowcast",0,1,0,0,0,0.342105263157895,"Alagoas"
2020-02-20,"nowcast",0,1,0,0,0,0.146341463414634,"Alagoas"
2020-02-21,"nowcast",0,1,0,0,0,0.208333333333333,"Alagoas"
2020-02-22,"nowcast",0,1,0,0,0,0.254545454545455,"Alagoas"
2020-02-23,"nowcast",0,1,0,0,0,0.1875,"Alagoas"
2020-02-24,"nowcast",0,1,0,0,0,0.236111111111111,"Alagoas"
2020-02-25,"nowcast",0,1,0,0,0,0.247191011235955,"Alagoas"
2020-02-26,"nowcast",0,1,0,0,0,0.196261682242991,"Alagoas"
2020-02-27,"nowcast",0,1,0,0,0,0.163934426229508,"Alagoas"
2020-02-28,"nowcast",0,1,0,0,0,0.17910447761194,"Alagoas"
2020-02-29,"nowcast",0,1,0,0,0,0.205298013245033,"Alagoas"
2020-03-01,"nowcast",0,1,0,0,0,0.259887005649718,"Alagoas"
2020-03-02,"nowcast",0,1,0,0,0,0.255813953488372,"Alagoas"
2020-03-03,"nowcast",0,1,0,0,0,0.239669421487603,"Alagoas"
2020-03-04,"nowcast",0,1,0,0,0,0.257352941176471,"Alagoas"
2020-03-05,"nowcast",0,1,0,0,0,0.25,"Alagoas"
2020-03-06,"nowcast",0,1,0,0,0,0.274285714285714,"Alagoas"
2020-03-07,"nowcast",0,1,0,0,0,0.246073298429319,"Alagoas"
2020-03-08,"nowcast",0,1,0,0,0,0.285057471264368,"Alagoas"
2020-03-09,"nowcast",0,1,0,0,0,0.312629399585921,"Alagoas"
2020-03-10,"nowcast",0,1,0,0,0,0.3125,"Alagoas"
2020-03-11,"nowcast",0,1,0,0,0,0.302828618968386,"Alagoas"
2020-03-12,"nowcast",0,1,0,0,0,0.297169811320755,"Alagoas"
2020-03-13,"nowcast",0,1,0,0,0,0.357758620689655,"Alagoas"
2020-03-14,"nowcast",0,1,0,0,0,0.372994652406417,"Alagoas"
2020-03-15,"nowcast",0,1,0,0,0,0.361075544174136,"Alagoas"
2020-03-16,"nowcast",0,1,0,0,0,0.39390243902439,"Alagoas"
2020-03-17,"nowcast",0,1,0,0,0,0.405152224824356,"Alagoas"
2020-03-18,"nowcast",0,1,0,0,0,0.447576099210823,"Alagoas"
2020-03-19,"nowcast",0,1,0,0,0,0.507088331515812,"Alagoas"
2020-03-20,"nowcast",0,2,0,0,0,0.588794926004228,"Alagoas"
2020-03-21,"nowcast",0,2,0,0,0,0.623566214807091,"Alagoas"
2020-03-22,"nowcast",0,2,0,1,1,0.707267144319345,"Alagoas"
2020-03-23,"nowcast",0,2,0,1,1,0.773049645390071,"Alagoas"
2020-03-24,"nowcast",0,2,0,1,1,0.812121212121212,"Alagoas"
2020-03-25,"nowcast",0,2,0,1,1,0.937688442211055,"Alagoas"
2020-03-26,"nowcast",0,2,0,1,1,1.02708124373119,"Alagoas"
2020-03-27,"nowcast",0,3,0,1,1,1.125250501002,"Alagoas"
2020-03-28,"nowcast",0,3,0,1,1,1.29458917835671,"Alagoas"
2020-03-29,"nowcast",0,3,0,1,1,1.43787575150301,"Alagoas"
2020-03-30,"nowcast",0,3,0,1,1,1.48948948948949,"Alagoas"
2020-03-31,"nowcast",0,3,1,2,2,1.708,"Alagoas"
2020-04-01,"nowcast",0,4,1,2,2,1.953,"Alagoas"
2020-04-02,"nowcast",0,4,1,2,2,2.138,"Alagoas"
2020-04-03,"nowcast",0,4,1,2,2,2.254,"Alagoas"
2020-04-04,"nowcast",0,4,0,2,2,2.429,"Alagoas"
