"date","type","bottom","top","lower","upper","median","mean","region"
2020-01-31,"nowcast",1,1,1,1,1,1,"PE-Recife"
2020-02-01,"nowcast",0,0,0,0,0,0,"PE-Recife"
2020-02-02,"nowcast",0,1,0,0,0,0.333333333333333,"PE-Recife"
2020-02-03,"nowcast",0,1,0,0,0,0.25,"PE-Recife"
2020-02-04,"nowcast",0,0,0,0,0,0,"PE-Recife"
2020-02-05,"nowcast",0,0,0,0,0,0,"PE-Recife"
2020-02-06,"nowcast",0,1,1,1,1,0.571428571428571,"PE-Recife"
2020-02-07,"nowcast",0,1,0,0,0,0.454545454545455,"PE-Recife"
2020-02-08,"nowcast",0,1,0,0,0,0.153846153846154,"PE-Recife"
2020-02-09,"nowcast",0,1,0,0,0,0.368421052631579,"PE-Recife"
2020-02-10,"nowcast",0,1,0,0,0,0.217391304347826,"PE-Recife"
2020-02-11,"nowcast",0,1,0,0,0,0.290322580645161,"PE-Recife"
2020-02-12,"nowcast",0,1,0,0,0,0.162162162162162,"PE-Recife"
2020-02-13,"nowcast",0,1,0,0,0,0.209302325581395,"PE-Recife"
2020-02-14,"nowcast",0,1,0,0,0,0.355932203389831,"PE-Recife"
2020-02-15,"nowcast",0,1,0,0,0,0.253521126760563,"PE-Recife"
2020-02-16,"nowcast",0,1,0,0,0,0.34375,"PE-Recife"
2020-02-17,"nowcast",0,1,0,0,0,0.354838709677419,"PE-Recife"
2020-02-18,"nowcast",0,1,0,0,0,0.302631578947368,"PE-Recife"
2020-02-19,"nowcast",0,1,0,0,0,0.321052631578947,"PE-Recife"
2020-02-20,"nowcast",0,1,0,0,0,0.370967741935484,"PE-Recife"
2020-02-21,"nowcast",0,1,0,0,0,0.397394136807818,"PE-Recife"
2020-02-22,"nowcast",0,1,0,0,0,0.361878453038674,"PE-Recife"
2020-02-23,"nowcast",0,1,0,0,0,0.362790697674419,"PE-Recife"
2020-02-24,"nowcast",0,1,0,0,0,0.408560311284047,"PE-Recife"
2020-02-25,"nowcast",0,1,0,0,0,0.454090150250417,"PE-Recife"
2020-02-26,"nowcast",0,1,0,0,0,0.473529411764706,"PE-Recife"
2020-02-27,"nowcast",0,1,0,0,0,0.51660026560425,"PE-Recife"
2020-02-28,"nowcast",0,2,0,0,0,0.612393681652491,"PE-Recife"
2020-02-29,"nowcast",0,2,0,1,1,0.718036529680365,"PE-Recife"
2020-03-01,"nowcast",0,2,0,1,1,0.829373650107991,"PE-Recife"
2020-03-02,"nowcast",0,2,0,1,1,0.975966562173459,"PE-Recife"
2020-03-03,"nowcast",0,3,0,1,1,1.12678936605317,"PE-Recife"
2020-03-04,"nowcast",0,3,0,1,1,1.32290615539859,"PE-Recife"
2020-03-05,"nowcast",0,3,0,1,1,1.67703109327984,"PE-Recife"
2020-03-06,"nowcast",0,4,1,2,2,1.825,"PE-Recife"
2020-03-07,"nowcast",0,4,1,2,2,2.214,"PE-Recife"
2020-03-08,"nowcast",0,5,0,2,2,2.519,"PE-Recife"
2020-03-09,"nowcast",0,5,1,3,3,2.852,"PE-Recife"
2020-03-10,"nowcast",0,6,1,3,3,3.235,"PE-Recife"
2020-03-11,"nowcast",0,6,1,3,3,3.452,"PE-Recife"
2020-03-12,"nowcast",1,7,2,4,4,3.943,"PE-Recife"
2020-03-13,"nowcast",1,8,1,4,4,4.374,"PE-Recife"
2020-03-14,"nowcast",1,9,2,5,5,5.046,"PE-Recife"
2020-03-15,"nowcast",2,10,3,6,5,5.773,"PE-Recife"
2020-03-16,"nowcast",1,11,2,6,6,6.519,"PE-Recife"
2020-03-17,"nowcast",2,12,3,7,7,7.235,"PE-Recife"
2020-03-18,"nowcast",2,14,3,8,8,8.473,"PE-Recife"
2020-03-19,"nowcast",3,16,5,10,9,9.834,"PE-Recife"
2020-03-20,"nowcast",4,19,8,13,11,11.661,"PE-Recife"
2020-03-21,"nowcast",5,21,9,15,13,13.567,"PE-Recife"
2020-03-22,"nowcast",6,24,11,18,16,16.013,"PE-Recife"
2020-03-23,"nowcast",7,29,12,20,18,19.137,"PE-Recife"
2020-03-24,"nowcast",10,33,16,24,22,22.545,"PE-Recife"
2020-03-25,"nowcast",12,37,18,28,26,26.346,"PE-Recife"
2020-03-26,"nowcast",18,45,21,32,30,31.203,"PE-Recife"
2020-03-27,"nowcast",20,50,29,40,35,35.715,"PE-Recife"
2020-03-28,"nowcast",25,59,32,45,41,42.209,"PE-Recife"
2020-03-29,"nowcast",30,65,37,50,47,48.2,"PE-Recife"
2020-03-30,"nowcast",34,72,43,58,55,55.569,"PE-Recife"
2020-03-31,"nowcast",43,83,55,70,62,63.675,"PE-Recife"
2020-04-01,"nowcast",49,90,59,75,71,70.913,"PE-Recife"
2020-04-02,"nowcast",58,102,70,86,79,80.154,"PE-Recife"
2020-04-03,"nowcast",64,109,72,90,87,87.959,"PE-Recife"
2020-04-04,"nowcast",71,117,84,103,96,96.754,"PE-Recife"
2020-04-05,"nowcast",81,129,91,110,106,105.876,"PE-Recife"
2020-04-06,"nowcast",89,138,99,119,113,114.163,"PE-Recife"
2020-04-07,"nowcast",95,149,109,130,122,123.021,"PE-Recife"
2020-04-08,"nowcast",101,156,117,139,132,132.689,"PE-Recife"
2020-04-09,"nowcast",111,169,131,154,142,142.595,"PE-Recife"
2020-04-10,"nowcast",121,180,137,160,152,153.023,"PE-Recife"
2020-04-11,"nowcast",135,195,145,170,163,164.253,"PE-Recife"
2020-04-12,"nowcast",145,207,161,186,175,176.104,"PE-Recife"
2020-04-13,"nowcast",155,221,173,199,186,186.521,"PE-Recife"
2020-04-14,"nowcast",165,230,181,208,198,198.903,"PE-Recife"
2020-04-15,"nowcast",177,246,191,219,212,212.104,"PE-Recife"
2020-04-16,"nowcast",189,258,209,236,225,225.703,"PE-Recife"
2020-04-17,"nowcast",204,275,221,249,238,238.952,"PE-Recife"
2020-04-18,"nowcast",218,286,237,265,254.5,254.482,"PE-Recife"
2020-04-19,"nowcast",234,299,254,280,267,267.471,"PE-Recife"
2020-04-20,"nowcast",241,308,263,288,279.5,280.451,"PE-Recife"
2020-04-21,"nowcast",255,318,279,303,290,290.474,"PE-Recife"
2020-04-22,"nowcast",261,322,279,304,296,296.16,"PE-Recife"
2020-04-23,"nowcast",266,327,285,309,297,296.269,"PE-Recife"
2020-04-24,"nowcast",256,317,272,296,290,290.967,"PE-Recife"
2020-04-25,"nowcast",251,318,268,296,287,287.731,"PE-Recife"
2020-04-26,"nowcast",252,321,273,300,288,288.343,"PE-Recife"
2020-04-27,"nowcast",255,329,273,303,293,293.689,"PE-Recife"
2020-04-28,"nowcast",262,339,289,321,302,301.765,"PE-Recife"
2020-04-29,"nowcast",266,349,293,327,310,310.677,"PE-Recife"
2020-04-30,"nowcast",279,363,310,341,324.5,324.082,"PE-Recife"
2020-05-01,"nowcast",299,383,326,360,341,340.534,"PE-Recife"
2020-05-02,"nowcast",320,403,340,375,361.5,360.661,"PE-Recife"
2020-05-03,"nowcast",338,415,362,393,378,378.78,"PE-Recife"
2020-05-04,"nowcast",354,429,379,407,391,390.986,"PE-Recife"
2020-05-05,"nowcast",358,430,379,408,396,395.354,"PE-Recife"
2020-05-06,"nowcast",363,437,378,408,396,396.325,"PE-Recife"
2020-05-07,"nowcast",362,439,385,415,398,397.621,"PE-Recife"
2020-05-08,"nowcast",365,441,394,425,406,405.164,"PE-Recife"
2020-05-09,"nowcast",374,454,398,428,415,414.7,"PE-Recife"
2020-05-10,"nowcast",381,463,405,437,424,424.674,"PE-Recife"
2020-05-11,"nowcast",389,470,409,442,432,432.138,"PE-Recife"
2020-05-12,"nowcast",392,472,413,446,433,433.437,"PE-Recife"
2020-05-13,"nowcast",389,470,417,451,427,427.26,"PE-Recife"
2020-05-14,"nowcast",374,456,395,428,415,415.214,"PE-Recife"
2020-05-15,"nowcast",360,437,379,412,400,399.666,"PE-Recife"
2020-05-16,"nowcast",341,423,366,399,384,383.518,"PE-Recife"
2020-05-17,"nowcast",322,406,345,379,366,366.81,"PE-Recife"
2020-05-18,"nowcast",303,378,323,354,343,343.68,"PE-Recife"
2020-05-19,"nowcast",282,349,298,327,316,316.163,"PE-Recife"
2020-05-20,"nowcast",257,320,274,300,289,290.063,"PE-Recife"
2020-05-21,"nowcast",237,297,258,281,270,270.443,"PE-Recife"
2020-05-22,"nowcast",229,284,242,265,257,257.002,"PE-Recife"
2020-05-23,"nowcast",225,278,234,255,248,248.629,"PE-Recife"
2020-05-24,"nowcast",211,267,230,252,242,241.927,"PE-Recife"
2020-05-25,"nowcast",204,261,218,240,234,234.357,"PE-Recife"
2020-05-26,"nowcast",197,248,210,230,222,222.738,"PE-Recife"
2020-05-27,"nowcast",187,234,198,218,211,210.751,"PE-Recife"
2020-05-28,"nowcast",173,221,188,207,200,200.499,"PE-Recife"
2020-05-29,"nowcast",168,215,183,202,194,194.464,"PE-Recife"
2020-05-30,"nowcast",170,215,183,201,192,192.521,"PE-Recife"
2020-05-31,"nowcast",167,213,180,198,190,190.428,"PE-Recife"
2020-06-01,"nowcast",162,209,178,196,187,187.609,"PE-Recife"
2020-06-02,"nowcast",165,209,169,188,184,184.401,"PE-Recife"
2020-06-03,"nowcast",157,204,168,187,182,181.435,"PE-Recife"
2020-06-04,"nowcast",161,203,169,186,180,179.971,"PE-Recife"
2020-06-05,"nowcast",155,198,170,187,179,179.459,"PE-Recife"
2020-06-06,"nowcast",153,198,172,189,178.5,178.394,"PE-Recife"
2020-06-07,"nowcast",156,200,166,185,178,178.326,"PE-Recife"
2020-06-08,"nowcast",155,198,163,181,176,176.388,"PE-Recife"
2020-06-09,"nowcast",149,194,161,179,171,171.508,"PE-Recife"
2020-06-10,"nowcast",146,189,155,172,167,167.581,"PE-Recife"
2020-06-11,"nowcast",143,186,153,170,164,164.93,"PE-Recife"
2020-06-12,"nowcast",142,184,151,169,164,164.03,"PE-Recife"
2020-06-13,"nowcast",141,182,152,168,162,162.149,"PE-Recife"
2020-06-14,"nowcast",137,179,145,162,158,158.228,"PE-Recife"
2020-06-15,"nowcast",133,174,145,161,155,154.447,"PE-Recife"
2020-06-16,"nowcast",127,167,139,156,149,148.475,"PE-Recife"
2020-06-17,"nowcast",123,164,135,151,144,144.235,"PE-Recife"
2020-06-18,"nowcast",119,160,128,145,140,141.124,"PE-Recife"
2020-06-19,"nowcast",121,162,129,146,141,140.701,"PE-Recife"
2020-06-20,"nowcast",120,159,131,147,140,140.09,"PE-Recife"
2020-06-21,"nowcast",118,160,131,147,141,141.427,"PE-Recife"
2020-06-22,"nowcast",117,159,129,146,141.5,141.456,"PE-Recife"
