region,date,median,lower_90,upper_90,lower_50,upper_50,confidence
AC,2020-02-01,1,1,1,1,1,1
AC,2020-02-02,0,0,0,0,0,1
AC,2020-02-03,0,0,0,0,0,1
AC,2020-02-04,0,0,0,0,0,1
AC,2020-02-05,0,0,0,0,0,1
AC,2020-02-06,0.5,0,1,0,1,1
AC,2020-02-07,0,0,1,0,0,1
AC,2020-02-08,0,0,1,0,0,1
AC,2020-02-09,0,0,1,0,0,1
AC,2020-02-10,0,0,0,0,0,1
AC,2020-02-11,0,0,1,0,0,1
AC,2020-02-12,0,0,1,0,0,1
AC,2020-02-13,0,0,1,0,0,1
AC,2020-02-14,0,0,1,0,0,1
AC,2020-02-15,0,0,1,0,0,1
AC,2020-02-16,0,0,1,0,0,1
AC,2020-02-17,0,0,1,0,0,1
AC,2020-02-18,0,0,1,0,0,1
AC,2020-02-19,0,0,1,0,0,1
AC,2020-02-20,0,0,1,0,0,1
AC,2020-02-21,0,0,1,0,0,1
AC,2020-02-22,0,0,1,0,0,1
AC,2020-02-23,0,0,1,0,0,1
AC,2020-02-24,0,0,1,0,0,1
AC,2020-02-25,0,0,1,0,0,1
AC,2020-02-26,0,0,1,0,0,1
AC,2020-02-27,0,0,1,0,0,1
AC,2020-02-28,0,0,1,0,0,1
AC,2020-02-29,0,0,1,0,0,1
AC,2020-03-01,0,0,1,0,0,1
AC,2020-03-02,0,0,1,0,0,1
AC,2020-03-03,0,0,1,0,0,1
AC,2020-03-04,0,0,1,0,0,1
AC,2020-03-05,1,0,2,0,1,1
AC,2020-03-06,1,0,2,0,1,1
AC,2020-03-07,1,0,2,0,1,1
AC,2020-03-08,1,0,2,0,1,1
AC,2020-03-09,1,0,3,0,1,1
AC,2020-03-10,1,0,3,0,1,1
AC,2020-03-11,1,0,3,0,1,1
AC,2020-03-12,2,0,4,1,2,1
AC,2020-03-13,2,0,4,1,2,1
AC,2020-03-14,2,0,4,0,2,1
AC,2020-03-15,2,0,5,2,3,1
AC,2020-03-16,3,0,5,1,3,1
AC,2020-03-17,3,0,5,1,3,1
AC,2020-03-18,3,0,5,1,3,1
AC,2020-03-19,3,0,5,1,3,1
AC,2020-03-20,3,0,5,1,3,1
AC,2020-03-21,3,0,5,1,3,1
AC,2020-03-22,3,0,5,1,3,1
AC,2020-03-23,3,0,5,1,3,1
AC,2020-03-24,3,0,6,1,3,1
AC,2020-03-25,3,1,6,1,3,1
AC,2020-03-26,3,1,6,1,3,1
AC,2020-03-27,3,0,6,1,3,1
AC,2020-03-28,3,0,6,2,4,1
AC,2020-03-29,4,1,7,2,4,1
AC,2020-03-30,4,1,8,1,4,1
AC,2020-03-31,5,1,9,2,5,1
AC,2020-04-01,6,2,10,4,7,1
AC,2020-04-02,7,2,11,5,8,1
AC,2020-04-03,8,3,12,4,8,1
AC,2020-04-04,9,3,13,5,9,1
AC,2020-04-05,10,4,15,6,10,1
AC,2020-04-06,11,6,17,6,11,1
AC,2020-04-07,12,6,18,8,13,1
AC,2020-04-08,13,8,21,10,15,1
AC,2020-04-09,15,7,21,11,16,1
AC,2020-04-10,16,9,24,11,17,1
AC,2020-04-11,18,10,25,13,19,1
AC,2020-04-12,20,12,28,15,21,1
AC,2020-04-13,22,12,30,17,24,1
AC,2020-04-14,24,13,33,18,26,1
AC,2020-04-15,27,16,36,21,29,1
AC,2020-04-16,29,17,40,22,31,1
AC,2020-04-17,32,19,44,24,34,1
AC,2020-04-18,36,23,50,27,38,1
AC,2020-04-19,40,26,55,33,44,1
AC,2020-04-20,46,31,62,36,49,1
AC,2020-04-21,52,34,67,44,57,1
AC,2020-04-22,59,39,73,51,64,1
AC,2020-04-23,66,46,82,57,71,1
AC,2020-04-24,73,53,89,63,78,1
